RespondentID,Child Abuse/Neglect,ChronicDisease,LonelinessIsolation,DomesticViolence,Crime,DentalProblems,CostofHousing,DrugAlcohol,PeoplenotGetVaccImmun,SedentaryLifestyle,Smoking/VapingTobaccoUse,FirearmRelatedInjuries,GunViolence,Suicide,ElderAbuse/Neglect,MentalHealthProblems,Obesity,SexuallyTransmittedDiseases,Rape/SexualAssault,AgingProblems,Homelessness,QualityNutrition,SeniorCare,AccessSpecialtyCare,LackofFood,CulturalConcerns,AccesstoPrimaryCare,TeenPregnancy,Dementia/Alzheimer,Other
11154243190,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,,,,,,,,,,,
11154230975,,,,,,Dental Problems,,Drug/Alcohol,,,,,,,,Mental Health Problems,,Sexually Transmitted Diseases (STDs),,,Homelessness,,,,,,,,,
11154220690,,,,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11154182451,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,,,Access to Primary Care,,,
11154165750,,,,,,Dental Problems,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,"Hep. B, Hep. C (Not getting treatment)"
11154046568,,,,,,Dental Problems,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11154032699,,,,,,Dental Problems,Cost of Housing,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,Lack of Food,,,,,
11154008556,,,Loneliness /Isolation,,,,,,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,,Quality Nutrition,,Access to Specialty Care,,,,,,
11153960018,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,People not Getting Vaccinations/Immunizations,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,,,,,,,,
11153935110,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,,,,
11153928476,,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11153918810,,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11153903113,Child Abuse/Neglect,,,,Crime,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,Cultural Concerns,,,,
11153829852,,,,,,Dental Problems,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,Lack of Food,,Access to Primary Care,,,
11153766917,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11152954615,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,,Obesity,,,Aging Problems,,,Senior Care,,,,,,,
11152946199,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,Dementia/Alzheimer,
11152865758,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,Gun Violence,,,,,,,,,,,,,Cultural Concerns,,,,Mandatory Diversity-Tolerant training for School district employees
11152852941,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,Elder Abuse/Neglect,,,,,,,,,,,,,,Dementia/Alzheimer,
11152852098,Child Abuse/Neglect,,,,,,,,,,,,,Suicide,,,,,,Aging Problems,,,,Access to Specialty Care,,,,,Dementia/Alzheimer,Cost of water vs the quality of water
11152789413,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11152725282,Child Abuse/Neglect,,,,,Dental Problems,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11152605929,,,,,Crime,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11152424058,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,,,,Mental Health Problems,Obesity,,,,Homelessness,,,,,,,,,
11150856257,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11150755946,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11150513432,,,,,,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11150490306,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11150285615,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,,,,,,Homelessness,,,,,,,,,Affordable medical marijuana
11149917596,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,,,,,,,,,,
11148814111,,,,,,,,,,,,,,,,,,,,,Homelessness,,,,,,,,,
11148656975,,,,,,Dental Problems,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,Dementia/Alzheimer,
11148417570,,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11148396475,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,Quality Nutrition,,,,,,,,
11148395089,,,Loneliness /Isolation,,,Dental Problems,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,,,,,,,,
11148393012,,,,,,,,,,,"Smoking/Vaping, Tobacco Use",,,Suicide,,Mental Health Problems,,,,,,Quality Nutrition,,,,,,,Dementia/Alzheimer,
11148304045,,,,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11148254681,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11148199495,,,,,,Dental Problems,,,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,Senior Care,,,,Access to Primary Care,,,
11148183587,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11148043130,Child Abuse/Neglect,,Loneliness /Isolation,,,,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11148008740,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,Dental Problems,,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11147956480,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,More Autism Services
11147949392,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,Teenage Pregnancy,,
11147653510,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,Quality Nutrition,,,,,,,,
11147027664,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,Dental Problems,Cost of Housing,,,,,,,,,,,,,,,,,,,,,,Dementia/Alzheimer,
11146999714,Child Abuse/Neglect,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,Cultural Concerns,,,,
11146654275,,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11146422242,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,Access to Primary Care,,,
11145532810,,,,,,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,Quality Nutrition,,,Lack of Food,,Access to Primary Care,,,
11145322476,Child Abuse/Neglect,,,,,Dental Problems,,Drug/Alcohol,,,,,,,,,,,Rape/Sexual Assault,,Homelessness,,,,,,,,,
11144852296,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,Access to Specialty Care,,,,,,Pediatric services
11144480699,,,,Domestic Violence,,,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11144220820,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11144127020,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,,,,,,,,,,
11143736310,,,,Domestic Violence,,,,,,,"Smoking/Vaping, Tobacco Use",,Gun Violence,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11143612405,,,,,,,,,,,,,,Suicide,,,,,,,,,,,,,,,,
11142619722,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,,Obesity,,,Aging Problems,Homelessness,,,,,,,,,
11142100243,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,Firearm-Related Injuries,Gun Violence,,,Mental Health Problems,,,,,,,,,,,,,,
11142084354,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,Suicide,,,,,,,,,,,Lack of Food,,,,,
11142074304,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,Gun Violence,,,Mental Health Problems,,,,,,,Senior Care,,,Cultural Concerns,,,,
11142065350,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,,,,,,,Suicide,,,Obesity,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11142057879,,,,,Crime,,,Drug/Alcohol,,,,,,,,,,Sexually Transmitted Diseases (STDs),Rape/Sexual Assault,,,,,,,,,,,
11142049048,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,Crime,Dental Problems,,,People not Getting Vaccinations/Immunizations,,,,,,,,,,,,,,,,,,,,,
11142041256,Child Abuse/Neglect,,,,Crime,,,,,,"Smoking/Vaping, Tobacco Use",,,Suicide,,,,,,,,,,,,,,,,
11142018502,,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,,,,Rape/Sexual Assault,,Homelessness,,,,Lack of Food,,Access to Primary Care,,,
11141935354,Child Abuse/Neglect,,,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,Quality Nutrition,,,,,,,,
11141889590,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,Mental Health Problems,,,,Aging Problems,,Quality Nutrition,,,,,,,,
11141752083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parents making poor decisions with parenting and creating a healthy, nurturing environment for their children; parents not stressing the importance of education"
11141702367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have no idea. I can check my 5 but that isn't the question.
11141624659,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",Firearm-Related Injuries,,Suicide,Elder Abuse/Neglect,,,,,,,,,,,,,,,
11141615451,Child Abuse/Neglect,,,,Crime,,,,,,,,,,Elder Abuse/Neglect,,Obesity,,,,Homelessness,,,,,,,,,
11141494985,Child Abuse/Neglect,,,,Crime,,,,,,"Smoking/Vaping, Tobacco Use",,Gun Violence,,,,,,,,,Quality Nutrition,,,,,,,,
11141300188,Child Abuse/Neglect,,,Domestic Violence,Crime,,,,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11141222098,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,Quality Nutrition,,,,,,,,
11141189996,,,,,,Dental Problems,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,Cultural Concerns,Access to Primary Care,,,
11140998605,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,Cultural Concerns,,,,
11140985811,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,Mental Health Problems,,,,,,,,,,Cultural Concerns,,,,
11140913133,,,,,,Dental Problems,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11140846801,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,,,,,,,,,,
11140704603,,,,,,,,,,,,,,,,,,,,Aging Problems,,,Senior Care,,,,,,Dementia/Alzheimer,
11140698385,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11140698362,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,,Access to Primary Care,,,
11140419656,Child Abuse/Neglect,,,,,Dental Problems,,,,,"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,,,,,,,,,,,,Access to Primary Care,,,
11140388179,,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,Aging Problems,,,,,,,,,,
11140355196,,,,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,,,,,,Lack of Food,,Access to Primary Care,,,
11140347387,,,,,,,,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,Access to Specialty Care,,,,,,
11140220155,,,Loneliness /Isolation,,,,,,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,Teenage depression and anxiety
11140205095,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11140194394,Child Abuse/Neglect,,,Domestic Violence,,Dental Problems,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11140192296,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,Quality Nutrition,,,,,,,,
11139150276,,,Loneliness /Isolation,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11138936139,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,Access to Primary Care,,,
11138862235,,,,,,,,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,Dementia/Alzheimer,
11138743825,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,Quality Nutrition,,,,,,,,
11138715314,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11138592710,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11138538785,,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,Access to Primary Care,,,
11138529217,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,Access to Primary Care,,,
11138507458,,,,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,Lack of Food,,Access to Primary Care,,Dementia/Alzheimer,
11138498002,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11138487982,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,,,,,,,,
11138466300,Child Abuse/Neglect,,Loneliness /Isolation,,,,,,,,,,,,,Mental Health Problems,,,,,,,,,,Cultural Concerns,Access to Primary Care,,,
11138393879,Child Abuse/Neglect,,Loneliness /Isolation,,,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,,
11138376727,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,,,,
11138316364,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,Access to Primary Care,,,
11138313382,,,,Domestic Violence,,,,,,,,,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11138287555,Child Abuse/Neglect,,,,,,,,People not Getting Vaccinations/Immunizations,,,,,,Elder Abuse/Neglect,,,,,,,,,,,,Access to Primary Care,,,Good health care( hospitals and doctors
11138224081,,,Loneliness /Isolation,,,,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,Quality Nutrition,,Access to Specialty Care,,,,,,
11138157561,Child Abuse/Neglect,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11138137550,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,,,,Rape/Sexual Assault,,,,,,Lack of Food,,,Teenage Pregnancy,,
11138106278,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11138045847,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,,,Elder Abuse/Neglect,,,,,Aging Problems,,,,,,,,,,
11138019849,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,,,,
11138005454,Child Abuse/Neglect,,,Domestic Violence,,,,,,,"Smoking/Vaping, Tobacco Use",,,,Elder Abuse/Neglect,,,,Rape/Sexual Assault,,,,,,,,,,,
11137992851,,,,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,Aging Problems,,,Senior Care,,,,,,,cost of living verses hrly pay rates
11137989208,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11137960114,,,,,Crime,,,Drug/Alcohol,,,,,Gun Violence,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11137925107,,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,Access to Primary Care,,,
11137916021,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11137915849,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,Domestic Violence,,,,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,,,,,Dementia/Alzheimer,
11137910097,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11137886188,,,,,,Dental Problems,,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,Aging Problems,,,,,,,,,,stress
11137873081,Child Abuse/Neglect,,,Domestic Violence,Crime,,,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11137848033,,,,,,,Cost of Housing,Drug/Alcohol,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11137754131,,,,,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,Aging Problems,Homelessness,,,,,,,,,
11137741790,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,,low cost medical centers
11137720527,Child Abuse/Neglect,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11137712299,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,,
11137706303,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,Access to Primary Care,,,
11137686816,,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11137678063,,,Loneliness /Isolation,,,,,,,,,,,,,,Obesity,,,Aging Problems,Homelessness,,Senior Care,,,,,,,
11137657646,,,,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,Obesity,,,,,,,,,,,,,
11137629966,,,,,,Dental Problems,Cost of Housing,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,,,,,Access to Primary Care,,,
11137621463,Child Abuse/Neglect,,,Domestic Violence,,,,,,,"Smoking/Vaping, Tobacco Use",,,Suicide,,Mental Health Problems,,,,,,,,,,,,,,
11137547682,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11137546607,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11137545749,Child Abuse/Neglect,,,Domestic Violence,,,,Drug/Alcohol,,,,,,,,,,,,,,,,,,,Access to Primary Care,Teenage Pregnancy,,
11137542900,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,,,,,,,,,Mental Health Problems,,,,,,,,Access to Specialty Care,,,Access to Primary Care,,,
11137538172,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,Aging Problems,,,Senior Care,,,,,,,
11137534789,Child Abuse/Neglect,,Loneliness /Isolation,,,,Cost of Housing,,,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,Homelessness,,,,,,,,,
11137526471,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,,,,Mental Health Problems,Obesity,,,,,,,Access to Specialty Care,,,,,,
11137498875,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,Dental Problems,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,Elder Abuse/Neglect,,,,,,,,,,,,,,,
11137497087,Child Abuse/Neglect,,,Domestic Violence,,,,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,Lack of Food,,,,,
11137490425,Child Abuse/Neglect,,,,,,Cost of Housing,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,,,,,,,Senior Care,,,,,,,
11137488277,,,,,Crime,,,,,,"Smoking/Vaping, Tobacco Use",,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,Dementia/Alzheimer,
11137482537,Child Abuse/Neglect,,,,,,Cost of Housing,,,,,,Gun Violence,,,,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11137478115,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,Aging Problems,,,,,,,,,Dementia/Alzheimer,
11137477086,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,,,Senior Care,,,,,,Dementia/Alzheimer,
11137458593,Child Abuse/Neglect,,,,Crime,,,Drug/Alcohol,,,,,,,,Mental Health Problems,,,,,Homelessness,,,,,,,,,
11137393620,,,Loneliness /Isolation,,,,Cost of Housing,,,,,,,,,,,,,,Homelessness,,,,,,,,Dementia/Alzheimer,
11137392091,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,Elder Abuse/Neglect,,,,,,Homelessness,,,,,,Access to Primary Care,,,
11137384639,,,Loneliness /Isolation,,,,Cost of Housing,,,Sedentary Lifestyle (Not Enough Exercise),,,,,,,Obesity,,,Aging Problems,,,,,,,,,,
11137355166,Child Abuse/Neglect,,,,,,,Drug/Alcohol,,,,,,Suicide,,Mental Health Problems,,,,,,,Senior Care,,,,,,,
11137324489,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,,,,,,,,Obesity,,,,,,Senior Care,,,,Access to Primary Care,,,
11137323791,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,,Drug/Alcohol,,Sedentary Lifestyle (Not Enough Exercise),"Smoking/Vaping, Tobacco Use",,,,,,,,,,,Quality Nutrition,,,,,,,,
11137322976,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",Loneliness /Isolation,,,,,Drug/Alcohol,,,,,,,,Mental Health Problems,Obesity,,,,,,,,,,,,,
11137319635,Child Abuse/Neglect,,,,,,Cost of Housing,,People not Getting Vaccinations/Immunizations,,"Smoking/Vaping, Tobacco Use",,,,,,,,,,,,,,,,Access to Primary Care,,,
11137309348,Child Abuse/Neglect,,,,Crime,,Cost of Housing,Drug/Alcohol,,,,,,,,,,,,,Homelessness,,,,,,,,,
11137278716,,"Chronic Disease (Asthma, Cancer, Diabetes, Heart Disease)",,,,,Cost of Housing,,,,,,,,,Mental Health Problems,,,,,Homelessness,,,Access to Specialty Care,,,,,,
11137273171,,,,Domestic Violence,,,Cost of Housing,Drug/Alcohol,,,,,,,,,Obesity,,,,Homelessness,,,,,,,,,
