Respondent ID,ResidencyStatus,Age,Gender,Race,Ethnicity,PrimaryLang,LangOther,MedicalnsuranceType,InsuranceOther,ChildUnder18inHome,Employed,ResidenceType,ResidenceOther,IncomeRange,SizeHousehold,ZipCode,HousingBurdened,MaritalStatus,HighestLevelEd
11152725282,Permanent,60 and over,Male,Black or African American,,Creole,,Medicare/Medicaid,,No,Retired,Other (please specify),SPOUSE,"$45,001 to $90,000",2,33948,No,Married,Associate's Degree
11152605929,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Other (please specify),aetna,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33950,Yes,Married,High School Diploma/GED
11152424058,Permanent,60 and over,Female,White,,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33952,No,Married,Associate's Degree
11150856257,"Work in the County, but live outside",18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,34286,No,Married,Bachelor's Degree
11150755946,Permanent,35-59,Male,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33954,No,Single,Bachelor's Degree
11150513432,"Work in the County, but live outside",60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",3,33993,No,Married,Associate's Degree
11150490306,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33955,Yes,Married,Some College
11150285615,Permanent,35-59,Male,White,,English,,No Insurance,,No,Self-Employed,Live with Others,,"Less than $15,000",2,33980,Yes,Single,Some College
11149917596,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33950,No,Married,Bachelor's Degree
11148814111,"Work in the County, but live outside",35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$90,001 to $150,000",5,33913,Yes,Married,Bachelor's Degree
11148656975,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33955,No,Married,Bachelor's Degree
11148417570,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),Tricare for Life,No,Retired,Own a Home,,"$90,001 to $150,000",Two,33952,No,Married,Bachelor's Degree
11148396475,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,No,Married,Advance Degree (Masters or Doctorate)
11148395089,Permanent,60 and over,Female,Other,Not Hispanic or Latino,English,,Other (please specify),Blue cross and medicAre,Yes,Retired,Rent a Home,,"$15,000 to $45,000",3,33983,No,Widowed,Some High School or Less
11148393012,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",,34293,Yes,Married,Advance Degree (Masters or Doctorate)
11148304045,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Other (please specify),WORK/ UMR,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,33954,Yes,Married,High School Diploma/GED
11148254681,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33983,No,Married,Some College
11148199495,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",3,33981,No,Widowed,High School Diploma/GED
11148183587,"Work in the County, but live outside",18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",4,34266,Yes,Single,High School Diploma/GED
11148043130,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Part Time,,,"$90,001 to $150,000",2,33950,No,Married,Advance Degree (Masters or Doctorate)
11148008740,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33982,Yes,Married,Some College
11147956480,Permanent,18-34,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33950,Yes,Married,High School Diploma/GED
11147949392,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",5,33955,No,Married,Bachelor's Degree
11147653510,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,33952,No,Single,Advance Degree (Masters or Doctorate)
11147027664,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,No,Married,Bachelor's Degree
11146999714,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",3,33983,Yes,Divorced,Advance Degree (Masters or Doctorate)
11146654275,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33950,No,Divorced,Bachelor's Degree
11146422242,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33950,Yes,Divorced,Bachelor's Degree
11145532810,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"$90,001 to $150,000",2,33950,No,Married,Advance Degree (Masters or Doctorate)
11145322476,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,33953,No,Divorced,High School Diploma/GED
11144852296,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33983,No,Married,Advance Degree (Masters or Doctorate)
11144480699,"Work in the County, but live outside",18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Live with Others,,"$15,000 to $45,000",3,34286,Not Sure,Single,High School Diploma/GED
11144220820,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Retired,Own a Home,,"Over $150,000",2,33983,No,Married,Some College
11144127020,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33950,Not Sure,Married,Advance Degree (Masters or Doctorate)
11143736310,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Rent a Home,,"$45,001 to $90,000",1,33983,Yes,Single,Bachelor's Degree
11143612405,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Rent a Home,,"$45,001 to $90,000",4,34287,Yes,Married,Associate's Degree
11142619722,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",1,33950,No,Widowed,Some College
11142100243,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),Insurance with Charlotte County Public Schools,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33950,No,Married,Advance Degree (Masters or Doctorate)
11142084354,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Unemployed,Own a Home,,"Less than $15,000",3,33952,Yes,Divorced,Bachelor's Degree
11142074304,Permanent,60 and over,Female,White,,English,,,,No,Retired,,,,,33950,,,
11142065350,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",1,33980,Yes,Single,High School Diploma/GED
11142057879,,60 and over,,,Not Hispanic or Latino,Creole,,No Insurance,,Yes,Unemployed,Live with Others,,"Less than $15,000",3,33952,Not Sure,Widowed,Some High School or Less
11142049048,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Self-Employed,Rent a Home,,"Less than $15,000",4,33952,Yes,Married,Some College
11142041256,Seasonal,35-59,Male,Black or African American,,English,,Medicare/Medicaid,,No,Part Time,Rent a Home,,"$15,000 to $45,000",,,Yes,Single,High School Diploma/GED
11142018502,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Other (please specify),my work provides my health insurance.,Yes,Full Time,Rent a Home,,"$15,000 to $45,000",5,33952,Yes,Single,Associate's Degree
11141935354,"Work in the County, but live outside",60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34288,Yes,Married,Bachelor's Degree
11141889590,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33950,Yes,Married,Advance Degree (Masters or Doctorate)
11141752083,Permanent,60 and over,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",4,33983,Yes,Married,Advance Degree (Masters or Doctorate)
11141702367,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33981,No,Married,Bachelor's Degree
11141624659,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,34286,No,Married,Associate's Degree
11141615451,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),Cigna,No,Full Time,Rent a Home,,"$15,000 to $45,000",1,33983,Yes,Divorced,Associate's Degree
11141494985,,,,,,,,,,,,,,,,,,,
11141300188,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Part Time,Own a Home,,"$45,001 to $90,000",2,33980,No,Married,High School Diploma/GED
11141222098,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Part Time,Own a Home,,"Less than $15,000",3,33954,Yes,Married,Advance Degree (Masters or Doctorate)
11141189996,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"Over $150,000",5,33983,No,Married,Advance Degree (Masters or Doctorate)
11140998605,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$45,001 to $90,000",2,33982,No,Married,Associate's Degree
11140985811,Permanent,35-59,Female,Other,Not Hispanic or Latino,English,,Other (please specify),CCPS,No,Full Time,Rent a Home,,"$15,000 to $45,000",1,33948,Yes,Divorced,Some College
11140913133,Permanent,35-59,Female,White,Hispanic or Latino,Spanish,,Private insurance,,Yes,Full Time,Own a Home,,"Less than $15,000",3,33981,Yes,Married,Some College
11140846801,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,No Insurance,,No,Full Time,Rent a Home,,"$15,000 to $45,000",1,33948,Yes,Widowed,Bachelor's Degree
11140704603,Permanent,60 and over,Male,White,,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$15,000 to $45,000",2,33952,No,Married,Some College
11140698385,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),a very high deductible from CCPS :(,No,Full Time,Other (please specify),church parsonage,"$45,001 to $90,000",3,33948,No,Married,Advance Degree (Masters or Doctorate)
11140698362,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33952,No,Married,Some College
11140419656,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$15,000 to $45,000",3,339809,Not Sure,Married,Bachelor's Degree
11140388179,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33980,No,Divorced,Advance Degree (Masters or Doctorate)
11140355196,Permanent,60 and over,Female,White,Not Hispanic or Latino,,,Other (please specify),school ins,No,Full Time,Own a Home,,"$45,001 to $90,000",2,34224,No,Married,Bachelor's Degree
11140347387,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),school,No,Full Time,Own a Home,,"$45,001 to $90,000",1,34224,Yes,Married,Bachelor's Degree
11140220155,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),Employer,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,33983,Yes,Married,Advance Degree (Masters or Doctorate)
11140205095,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33948,No,Single,Some College
11140194394,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,34286,No,Married,Advance Degree (Masters or Doctorate)
11140192296,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),employee contributes,No,Full Time,Other (please specify),rent apartment,"$45,001 to $90,000",2,34288,Yes,Single,Advance Degree (Masters or Doctorate)
11139150276,"Work in the County, but live outside",35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",4,34923,No,Married,Advance Degree (Masters or Doctorate)
11138936139,Seasonal,60 and over,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,No,Retired,Own a Home,,"$90,001 to $150,000",1,33950,Yes,Widowed,Advance Degree (Masters or Doctorate)
11138862235,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$90,001 to $150,000",3,33981,No,Married,Advance Degree (Masters or Doctorate)
11138743825,"Work in the County, but live outside",35-59,Female,White,Not Hispanic or Latino,English,,Other (please specify),UMI,No,Full Time,Own a Home,,"$90,001 to $150,000",2,34293,No,Married,Advance Degree (Masters or Doctorate)
11138715314,Permanent,35-59,Female,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33982,No,Married,Advance Degree (Masters or Doctorate)
11138592710,Permanent,35-59,Female,Black or African American,Not Hispanic or Latino,English,,Other (please specify),work,No,Full Time,Own a Home,,"$45,001 to $90,000",3,33948,No,Divorced,Bachelor's Degree
11138538785,,,,,,,,,,,,,,,,,,,
11138529217,Permanent,60 and over,Female,White,Not Hispanic or Latino,English,,Other (please specify),Work insurance,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33954,No,Divorced,Advance Degree (Masters or Doctorate)
11138507458,,,,,,,,,,,,,,,,,,,
11138498002,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33948,Yes,Married,High School Diploma/GED
11138487982,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33953,Yes,Married,Bachelor's Degree
11138466300,Permanent,35-59,Male,Other,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,34223,No,Married,Bachelor's Degree
11138393879,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,No Insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",5,34286,Yes,Married,Bachelor's Degree
11138376727,Permanent,18-34,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",3,33952,No,Married,Bachelor's Degree
11138316364,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Medicare/Medicaid,,Yes,Full Time,Live with Others,,"$15,000 to $45,000",3,33952,Yes,Single,Bachelor's Degree
11138313382,,,,,,,,,,,,,,,,,,,
11138287555,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33954,No,Married,Advance Degree (Masters or Doctorate)
11138224081,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",2,34224,No,Married,Advance Degree (Masters or Doctorate)
11138157561,Permanent,35-59,Female,White,,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33948,No,Married,Bachelor's Degree
11138137550,Permanent,35-59,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$15,000 to $45,000",1,33950,No,Divorced,Bachelor's Degree
11138106278,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$90,001 to $150,000",2,33950,Yes,Married,Advance Degree (Masters or Doctorate)
11138045847,Permanent,60 and over,Male,White,Not Hispanic or Latino,English,,Private insurance,,No,Full Time,Own a Home,,"$45,001 to $90,000",2,33955,No,Widowed,Bachelor's Degree
11138019849,Permanent,35-59,Female,White,Not Hispanic or Latino,English,,Private insurance,,Yes,Full Time,Own a Home,,"$45,001 to $90,000",4,34269,Yes,Married,Advance Degree (Masters or Doctorate)
