RespondID,HealthierMenuOptionsRest,FreeLowCostSportsEquip,AccessTrailsParks,CounselingSupport,WellMaintainedSidewalks,HealthEducationWellnessProg,AffordableSportsRecActiv,FarmersMarkets,CommunityGardens,SmokeFreeEnviron,MentalHealthSupportProg,AdequateAfterSchoolProg,DiversityTolerantPop,AffordableHousing,HighQualJobs,ArtsCulturalEvents,CleanEnviron,TransportationOptions,LowCrimeSafeNeighborhoods,ReligiousSpiritualValues,Churches,QualEducGoodSchools,Other
11149917596,,,,,,,,,,,,,,Affordable Housing,,,,,,,,,
11148814111,,,,Counseling & Support,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,,,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11148656975,,,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11148417570,,Free or Low Cost Sports Equipment,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11148396475,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11148395089,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,,,,,,,,Quality Education (Good Schools),
11148393012,,,,Counseling & Support,Well-Maintained Sidewalks,,,,Community Gardens,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11148304045,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,Affordable Housing,,,,,,,,,
11148254681,Healthier Menu Options at Restaurants,,,,,,,,,Smoke-Free Environment,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11148199495,,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11148183587,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11148043130,,,,,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,,,,,,,,,,,
11148008740,,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11147956480,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,,,Health Education/Wellness Programs,,Farmers Markets,Community Gardens,Smoke-Free Environment,Mental Health Support Programs,,,,,,,Transportation Options,,,,,
11147949392,,,,,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,Clean Environment,Transportation Options,,,,,
11147653510,,,,Counseling & Support,,,,Farmers Markets,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11147027664,,,,Counseling & Support,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11146999714,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,Mental Health Support Programs,,,Affordable Housing,,,,,,,,,
11146654275,,,,,,,,,,,,,,,High Quality Jobs,,,,,,,,
11146422242,,Free or Low Cost Sports Equipment,,,Well-Maintained Sidewalks,,,,,,,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
11145532810,,,,Counseling & Support,,,,,,,,Adequate After-School Programs,,,,,,,Low Crime/Safe Neighborhoods,,,,
11145322476,,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11144852296,,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),Adequate child care options
11144480699,,,,,,,,Farmers Markets,,,,,,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11144220820,,,,,Well-Maintained Sidewalks,,,,Community Gardens,,,,,,,,,Transportation Options,,,,,
11144127020,,,,,,,,,,Smoke-Free Environment,,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11143736310,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,Arts and Cultural Events,,,,,,,
11143612405,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11142619722,,,Access to Trails and Parks,,,,,,Community Gardens,Smoke-Free Environment,,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11142100243,Healthier Menu Options at Restaurants,,,,,,,,,Smoke-Free Environment,,,A Diversity-Tolerant Population,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11142084354,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,Counseling & Support,,,,,,,,,,Affordable Housing,,,,Transportation Options,,,,,
11142074304,Healthier Menu Options at Restaurants,,,Counseling & Support,,,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,Low Crime/Safe Neighborhoods,,,,
11142065350,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11142057879,,,,,,,,,,Smoke-Free Environment,,,,,,,,Transportation Options,,,,,
11142049048,,Free or Low Cost Sports Equipment,,,,,,Farmers Markets,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,,
11142041256,,,,,,,,Farmers Markets,,,,,,,,,,,,,,,
11142018502,,,,,,,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,"family outings, just to be out and about."
11141935354,Healthier Menu Options at Restaurants,,,,,,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,Arts and Cultural Events,,,,,,,
11141889590,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11141752083,,,,,,,,,,,,,,,,,,,,,,,"electing school board members who will make better guidelines for school, such as not permitting phone usage in classrooms"
11141702367,,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,Affordable Housing,,,,,,,,,
11141624659,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11141615451,,,,,,,,,,,,,,,,,,,,,,,
11141494985,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,Farmers Markets,Community Gardens,Smoke-Free Environment,,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11141300188,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11141222098,,,,,,,,,Community Gardens,Smoke-Free Environment,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11141189996,,,,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,,,,,,,,,Quality Education (Good Schools),
11140998605,,,,Counseling & Support,,Health Education/Wellness Programs,,,,,,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
11140985811,Healthier Menu Options at Restaurants,,,,,,,Farmers Markets,,,,,A Diversity-Tolerant Population,Affordable Housing,,,,,,,,,
11140913133,,,,,,Health Education/Wellness Programs,,Farmers Markets,,Smoke-Free Environment,,,,,,,,,,,,,
11140846801,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,Affordable Housing,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,,
11140704603,,,,,,,,,,,,,,,,,,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,Churches,,
11140698385,,,,Counseling & Support,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,,,,,,,,,,,Religious and Spiritual Values,Churches,,
11140698362,Healthier Menu Options at Restaurants,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,,,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11140419656,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,Farmers Markets,Community Gardens,,,,,,,,,,,Religious and Spiritual Values,,,
11140388179,,,Access to Trails and Parks,,,,,Farmers Markets,Community Gardens,Smoke-Free Environment,,,,,,,,,,,,,
11140355196,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,,Farmers Markets,,,,,,,,,,,,,,,
11140347387,,,,,,,,Farmers Markets,Community Gardens,,Mental Health Support Programs,,,,,Arts and Cultural Events,,Transportation Options,,,,,
11140220155,,,Access to Trails and Parks,Counseling & Support,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,Mental Health Support Programs,,,,High Quality Jobs,Arts and Cultural Events,,Transportation Options,,,,Quality Education (Good Schools),
11140205095,,,,,Well-Maintained Sidewalks,Health Education/Wellness Programs,,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11140194394,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,,,,,,,,,,,,,
11140192296,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,,,,,,,,,,Quality Education (Good Schools),
11139150276,Healthier Menu Options at Restaurants,Free or Low Cost Sports Equipment,,Counseling & Support,Well-Maintained Sidewalks,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,Adequate After-School Programs,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11138936139,Healthier Menu Options at Restaurants,,,,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,,Clean Environment,,,,,Quality Education (Good Schools),
11138862235,,,,Counseling & Support,,,,Farmers Markets,,,Mental Health Support Programs,,,,,,,,,,,,
11138743825,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,,,,,,,,,High Quality Jobs,,,,,,,,
11138715314,,Free or Low Cost Sports Equipment,,Counseling & Support,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,,,,,,,,,,
11138592710,,,,Counseling & Support,,,,,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11138538785,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,,,,,,,,
11138529217,,,,Counseling & Support,,,,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11138507458,,,,Counseling & Support,,,,,,,,,,Affordable Housing,,,,,,,,,
11138498002,,Free or Low Cost Sports Equipment,Access to Trails and Parks,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,,,,,,,,,
11138487982,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,,,,,,
11138466300,,,,,,,,,,,,,,,High Quality Jobs,Arts and Cultural Events,,,,,Churches,,More Music in our Schools
11138393879,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,,,,,,,,Transportation Options,,,,,
11138376727,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,,,,,,,,,,,,,
11138316364,,,,,,,Affordable Sports and Recreation Activities,Farmers Markets,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,,,,,,
11138313382,Healthier Menu Options at Restaurants,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,Smoke-Free Environment,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,,
11138287555,,,,,,,,,,Smoke-Free Environment,Mental Health Support Programs,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11138224081,,,,,,,,,,Smoke-Free Environment,,,A Diversity-Tolerant Population,,,,Clean Environment,,Low Crime/Safe Neighborhoods,,,,
11138157561,,,,Counseling & Support,,,,,,,,,,,High Quality Jobs,,Clean Environment,,Low Crime/Safe Neighborhoods,Religious and Spiritual Values,,,
11138137550,,,,,,,,,,Smoke-Free Environment,,,,,,Arts and Cultural Events,Clean Environment,,,,,,
11138106278,,,,,,,,,,,,,,Affordable Housing,High Quality Jobs,,,Transportation Options,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11138045847,,,Access to Trails and Parks,,,,,,Community Gardens,,,,,,,Arts and Cultural Events,Clean Environment,,,,,,
11138019849,,,,,,,,Farmers Markets,,,,,,,,,,,,,,,
11138005454,,,Access to Trails and Parks,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,,,,,,,,,,,Low Crime/Safe Neighborhoods,,,,
11137992851,,,,,,,,,,,,,,,,,,,,,,,
11137989208,,,Access to Trails and Parks,,,,,,,,Mental Health Support Programs,,A Diversity-Tolerant Population,,,Arts and Cultural Events,,,,,,Quality Education (Good Schools),
11137960114,,,,Counseling & Support,,,Affordable Sports and Recreation Activities,,,,Mental Health Support Programs,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11137925107,,,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11137916021,,,,Counseling & Support,,,,,,,Mental Health Support Programs,Adequate After-School Programs,,Affordable Housing,,,,,,,,Quality Education (Good Schools),
11137915849,Healthier Menu Options at Restaurants,,,,,,,,,Smoke-Free Environment,,,,,,,,,,,,Quality Education (Good Schools),
11137910097,,Free or Low Cost Sports Equipment,,,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11137886188,Healthier Menu Options at Restaurants,,Access to Trails and Parks,Counseling & Support,,,,,,,,,,,,Arts and Cultural Events,,,Low Crime/Safe Neighborhoods,,,,
11137873081,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,Low Crime/Safe Neighborhoods,,,Quality Education (Good Schools),
11137848033,,,,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11137754131,,,,Counseling & Support,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,,,Affordable Housing,High Quality Jobs,,,,,,,,
11137741790,,,,,Well-Maintained Sidewalks,,,,,Smoke-Free Environment,Mental Health Support Programs,,,,High Quality Jobs,,Clean Environment,,,,,,
11137720527,Healthier Menu Options at Restaurants,,,,Well-Maintained Sidewalks,,Affordable Sports and Recreation Activities,Farmers Markets,Community Gardens,,Mental Health Support Programs,,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11137712299,,,,,,,,,,,,,A Diversity-Tolerant Population,Affordable Housing,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11137706303,,,,,,Health Education/Wellness Programs,Affordable Sports and Recreation Activities,,,,,Adequate After-School Programs,,Affordable Housing,High Quality Jobs,,,Transportation Options,,,,,
11137686816,,,,,,Health Education/Wellness Programs,,Farmers Markets,,,Mental Health Support Programs,,,,,,,,,,,,
11137678063,,,,,,,,Farmers Markets,,,,,,Affordable Housing,High Quality Jobs,,Clean Environment,,,,,Quality Education (Good Schools),
11137657646,,,,,,,,,,,,,,Affordable Housing,,,Clean Environment,,,Religious and Spiritual Values,,,
11137629966,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,Transportation Options,,,,,
11137621463,,,,Counseling & Support,Well-Maintained Sidewalks,,,,,,Mental Health Support Programs,,,,High Quality Jobs,,,,,,,Quality Education (Good Schools),
11137547682,,,,,,Health Education/Wellness Programs,,,,,,,,Affordable Housing,,,Clean Environment,,,,,,
11137546607,,,Access to Trails and Parks,Counseling & Support,,,,,,,Mental Health Support Programs,,,Affordable Housing,,,,,Low Crime/Safe Neighborhoods,,,,
11137545749,,,,,Well-Maintained Sidewalks,,,,,,,,,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11137542900,,,,,,,,Farmers Markets,,,,,A Diversity-Tolerant Population,,High Quality Jobs,,,Transportation Options,,,,Quality Education (Good Schools),
11137538172,,,,Counseling & Support,,,,,,,,Adequate After-School Programs,,Affordable Housing,,,,Transportation Options,,,,,
