RespondID,No,PrimaryCare,EmergencyCare,DentalAdult,DentalChild,Hospital,Pediatric,Specialty,PharmacyMedication,MentalBehavioral,LegalCounsel,FoodPantryMeals,Shelter,UtilitiesAssistance,ChildCare,RentalHousingAssistance,SupportGroups,PreNatalMaternity,SubstanceAbuseTreatment,Other
11081468695,,,,, Dental Care (for Children),,,,,,,, Shelter, Utilities Assistance,, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11081454059,,,, Dental Care ,,,,,,, Legal Counsel,, Shelter,,, Rental/Housing Assistance,,,,
11081429948,No,,,,,,,,,,,,,,,,,,,
11081401000,,"Yes, Primary Care",,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,,,,,,
11081392294,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,, Specialty Care (Specify Under Other),"Yes, Pharmacy/Medication",, Legal Counsel,,,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,Affordable housing
11081324505,No,,,,,,,,,,,,,,,,,,,
11081299218,No,,,,,,,,,,,,,,,,,,,
11081270284,,,, Dental Care ,,,, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care, Legal Counsel, Food Pantries/Meals, Shelter,,,,,,,
11081253922,,"Yes, Primary Care",,,,, Pediatric Care, Specialty Care (Specify Under Other),, Mental & Behavioral Health Care,, Food Pantries/Meals, Shelter,, Child Care, Rental/Housing Assistance,,, Substance Abuse Treatment,
11081242351,,,, Dental Care ,,,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter,,,,,,,
11081228364,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care, Legal Counsel,, Shelter, Utilities Assistance, Child Care, Rental/Housing Assistance, Support Groups,, Substance Abuse Treatment,
11081182369,,,,,,,,,, Mental & Behavioral Health Care, Legal Counsel,,,,, Rental/Housing Assistance, Support Groups,,,Life Skills
11081181200,,,,,, Hospital Care, Pediatric Care,,"Yes, Pharmacy/Medication", Mental & Behavioral Health Care, Legal Counsel,,,,,,, Pre-Natal or Maternity Care, Substance Abuse Treatment,
11081160367,,,, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,, Child Care,, Support Groups,,,
11081159631,,,, Dental Care ,,,,,, Mental & Behavioral Health Care,,, Shelter,,,,,, Substance Abuse Treatment,
11081140875,,,,,,, Pediatric Care,,, Mental & Behavioral Health Care,,, Shelter,, Child Care,,,, Substance Abuse Treatment,
11081127050,,"Yes, Primary Care",, Dental Care , Dental Care (for Children),,,,, Mental & Behavioral Health Care,,,,,,,,,,
